date,hospital,gender,age_group,review,sentiment
2025-02-23,مركز الشفاء الطبي,أنثى,18-25,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2025-04-07,عيادات الهدى التخصصية,ذكر,18-25,أشكر الطبيب وفريق التمريض على الرعاية الممتازة. تمت متابعتي بشكل يومي وتلقيت تعليمات واضحة ومفيدة عن حالتي الصحية. النظافة، التنظيم، والتعامل الإنساني جعلوا التجربة رائعة.,extremely_positive
2025-04-24,مستشفى الحياة,أنثى,18-25,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2024-12-30,مركز الشفاء الطبي,ذكر,36-50,الموعد تم في وقته، لكن شعرت أن الفحص كان سريعًا أكثر من اللازم.,neutral
2025-02-03,مجمع الأمل الصحي,ذكر,51+,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-05-17,عيادات الهدى التخصصية,أنثى,36-50,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-05-15,مستشفى الحياة,ذكر,51+,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2024-12-27,مجمع الأمل الصحي,ذكر,51+,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-01-07,مستشفى المدينة الطبية,أنثى,51+,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2025-04-14,مركز الشفاء الطبي,أنثى,36-50,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2025-01-31,مركز الشفاء الطبي,أنثى,18-25,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-03-17,مركز الشفاء الطبي,أنثى,51+,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2024-12-07,مستشفى الرحمة العام,ذكر,26-35,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2025-02-22,مجمع الأمل الصحي,أنثى,36-50,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-04-03,مجمع الأمل الصحي,أنثى,18-25,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2025-03-25,مستشفى الرحمة العام,ذكر,26-35,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2024-12-21,مستشفى الحياة,أنثى,18-25,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-01-09,مركز الشفاء الطبي,أنثى,51+,خرجت من العيادة دون أي فائدة، ولن أعود إلى هذا المكان مرة أخرى.,extremely_negative
2025-03-07,مجمع الأمل الصحي,أنثى,18-25,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2024-12-19,مجمع الأمل الصحي,أنثى,18-25,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2024-12-29,عيادات الهدى التخصصية,أنثى,36-50,الموعد تم في وقته، ولكن لم أشعر بالاهتمام الكامل.,normal
2025-01-27,مستشفى الحياة,ذكر,26-35,الموعد تم في وقته، لكن شعرت أن الفحص كان سريعًا أكثر من اللازم.,neutral
2025-02-16,مركز الشفاء الطبي,أنثى,26-35,منذ لحظة وصولي إلى المستشفى، شعرت بالاهتمام والراحة. الطاقم الطبي محترف جدًا، وتم استقبالي بسرعة، وتم شرح الإجراءات لي بطريقة مفصلة وواضحة. كانت تجربة استثنائية بكل المقاييس.,extremely_positive
2025-03-30,مركز الشفاء الطبي,أنثى,51+,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2024-12-24,مركز الشفاء الطبي,ذكر,36-50,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2025-03-05,مستشفى المدينة الطبية,ذكر,26-35,خرجت من العيادة دون أي فائدة، ولن أعود إلى هذا المكان مرة أخرى.,extremely_negative
2025-01-24,مستشفى الرحمة العام,أنثى,51+,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2025-04-01,عيادات الهدى التخصصية,أنثى,18-25,خرجت من العيادة دون أي فائدة، ولن أعود إلى هذا المكان مرة أخرى.,extremely_negative
2025-03-27,مركز الشفاء الطبي,ذكر,51+,أسوأ تجربة مررت بها في حياتي. الطاقم لم يكن مهتمًا بحالتي، وتم تجاهلي لفترة طويلة.,extremely_negative
2025-01-30,مستشفى المدينة الطبية,ذكر,26-35,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
2025-05-17,مجمع الأمل الصحي,أنثى,26-35,المكان نظيف جدًا، والطبيب كان صبورًا وأجاب على كل أسئلتي بكل لطف. أشعر بالرضا التام عن زيارتي.,extremely_positive
2025-04-18,مستشفى الحياة,أنثى,26-35,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2024-12-19,مستشفى الرحمة العام,أنثى,51+,الموعد تم في وقته، ولكن لم أشعر بالاهتمام الكامل.,normal
2025-05-08,مستشفى الرحمة العام,أنثى,18-25,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-01-16,مستشفى الحياة,أنثى,51+,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-03-28,مستشفى الحياة,أنثى,26-35,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2025-03-07,مجمع الأمل الصحي,أنثى,51+,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2025-03-27,مستشفى الرحمة العام,ذكر,51+,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-02-02,مركز الشفاء الطبي,ذكر,36-50,أسوأ تجربة مررت بها في حياتي. الطاقم لم يكن مهتمًا بحالتي، وتم تجاهلي لفترة طويلة.,extremely_negative
2025-04-19,مستشفى الحياة,ذكر,51+,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-04-18,مركز الشفاء الطبي,أنثى,36-50,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-02-06,مستشفى الحياة,ذكر,18-25,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-02-27,مجمع الأمل الصحي,أنثى,36-50,المكان غير نظيف، والانتظار غير مبرر، وغياب التنسيق واضح.,extremely_negative
2025-05-18,مركز الشفاء الطبي,أنثى,51+,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-05-20,عيادات الهدى التخصصية,ذكر,51+,أسوأ تجربة مررت بها في حياتي. الطاقم لم يكن مهتمًا بحالتي، وتم تجاهلي لفترة طويلة.,extremely_negative
2025-05-17,عيادات الهدى التخصصية,ذكر,26-35,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2024-12-28,عيادات الهدى التخصصية,أنثى,18-25,تجربتي كانت عادية، لا تتضمن سلبيات أو إيجابيات واضحة.,neutral
2025-03-07,مجمع الأمل الصحي,ذكر,36-50,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-03-14,مستشفى الرحمة العام,أنثى,18-25,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2025-02-09,مجمع الأمل الصحي,أنثى,26-35,منذ لحظة وصولي إلى المستشفى، شعرت بالاهتمام والراحة. الطاقم الطبي محترف جدًا، وتم استقبالي بسرعة، وتم شرح الإجراءات لي بطريقة مفصلة وواضحة. كانت تجربة استثنائية بكل المقاييس.,extremely_positive
2025-03-12,مجمع الأمل الصحي,أنثى,26-35,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
